changeType,show,season,episode,title,field,old,new,traktSlug
title_changed,Law & Order: SVU,11,13,P.C.,title,,P.C.,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,11,13,P.C.,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,11,13,P.C.,traktIds,,"{'imdb': 'tt1568497', 'plex': {'guid': '5d9c13e9170e24001f2d532b'}, 'tmdb': 214714, 'tvdb': 1299991, 'trakt': 225177}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,11,13,P.C.,overview,,"Detectives Olivia Benson and Eliot Stabler find a woman bleeding from the neck and nearly dead. The woman dies before they reach the hospital, and soon the investigation leads them to the frontman of the death metal band Vampyre Sacrifyce. He bites girls, steals blood from the local blood bank and sings about violence to women all in the name of his strange, vampiric lifestyle. The singer claims he was nowhere near the scene of the crime, and soon a lesbian rights group led by Babs Duffy gets involved, claiming the victim's death was a result of police neglect. However, when more women from Babs's group are attacked, it becomes clear that the victim's case wasn't an isolated incident and that someone out there has a larger plan to bring the group down.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,11,13,P.C.,traktFirstAired,,2010-03-04T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,11,14,Savior,title,,Savior,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,11,14,Savior,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,11,14,Savior,traktIds,,"{'imdb': 'tt1569097', 'plex': {'guid': '5d9c13e9170e24001f2d533f'}, 'tmdb': 214713, 'tvdb': 1300001, 'trakt': 225178}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,11,14,Savior,overview,,"When a series of young prostitutes are found murdered with homemade prayer cards attached to their bodies, Detectives Olivia Benson and Eliot Stabler struggle to find the common thread. However, just when they think that they've found the murderer, Captain Donald Cragen informs the detectives that another victim named Gladys has turned up with a prayer card. This time she survived. As the case unfolds, Benson finds herself getting emotionally invested in the survivor until she is forced to make a decision that she isn't ready to face.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,11,14,Savior,traktFirstAired,,2010-03-04T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,11,15,Confidential,title,,Confidential,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,11,15,Confidential,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,11,15,Confidential,traktIds,,"{'imdb': 'tt1569096', 'plex': {'guid': '5d9c13e90aaccd001f91a2ff'}, 'tmdb': 214715, 'tvdb': 1542761, 'trakt': 225179}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,11,15,Confidential,overview,,"Benson and Stabler investigate the abduction of a woman in a building owned by a high-powered and highly protected investment banker, but when Munch's memory of an eerily similar crime proves true the focus turns toward potentially freeing an innocent man, and it may take the DA himself to shake loose the truth.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,11,15,Confidential,traktFirstAired,,2010-03-11T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,11,16,Witness,title,,Witness,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,11,16,Witness,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,11,16,Witness,traktIds,,"{'imdb': 'tt1589590', 'plex': {'guid': '5d9c13e9170e24001f2d5323'}, 'tmdb': 214716, 'tvdb': 1542771, 'trakt': 225180}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,11,16,Witness,overview,,"Soon after a young girl, Laine McAlister, is raped in her apartment building's stairwell, Detectives Olivia Benson and Eliot Stabler meet Laine in the hospital and find her extremely shaken with a large cut on her hand. After an unpleasant exchange with a man she claims is her boyfriend, the detectives become suspicious that she may have fabricated her rape to get attention. Their suspicions grow when she waits to reveal that there was an eyewitness. As the gravity of the situation intensifies, Benson and Stabler find themselves in a race to track down the witness and get a testimony before it is too late.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,11,16,Witness,traktFirstAired,,2010-03-18T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,11,17,Disabled,title,,Disabled,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,11,17,Disabled,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,11,17,Disabled,traktIds,,"{'imdb': 'tt1598661', 'plex': {'guid': '5d9c13e93c3f87001f3d190c'}, 'tmdb': 214717, 'tvdb': 1542781, 'trakt': 225181}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,11,17,Disabled,overview,,"Detectives Olivia Benson and Eliot Stabler are called in to investigate when a disabled woman, Cara Benson, is beaten and raped. Though the victim's condition has rendered her unable to speak, the detectives soon deduce that someone close to her is responsible, with the lead suspects being her resentful sister and troubled nephew. As the investigation continues, Benson and Stabler strive to make Cara comfortable with coming forward to stand up for herself and illuminating some of the disturbing truths about the assisted living business.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,11,17,Disabled,traktFirstAired,,2010-03-25T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,11,18,Bedtime,title,,Bedtime,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,11,18,Bedtime,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,11,18,Bedtime,traktIds,,"{'imdb': 'tt1601371', 'plex': {'guid': '5d9c13e93c3f87001f3d18f4'}, 'tmdb': 214718, 'tvdb': 1542791, 'trakt': 225182}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,11,18,Bedtime,overview,,"When a journalist is found raped and murdered in her own bed, Cragen is able to connect this particular case to another five murders that happened thirty years ago, committed by the ""Bedtime Butcher"". To uncover the truth behind the crimes, Benson goes undercover in order to find the real killer.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,11,18,Bedtime,traktFirstAired,,2010-04-01T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,11,19,Conned,title,,Conned,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,11,19,Conned,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,11,19,Conned,traktIds,,"{'imdb': 'tt1607135', 'plex': {'guid': '5d9c13e90aaccd001f91a2f7'}, 'tmdb': 214719, 'tvdb': 1542801, 'trakt': 225183}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,11,19,Conned,overview,,A case of mistaken identity complicates the investigation into the murder of whom most believe was an uninvited wedding guest at a hotel in which the body was found.,law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,11,19,Conned,traktFirstAired,,2010-04-08T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,11,20,Beef,title,,Beef,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,11,20,Beef,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,11,20,Beef,traktIds,,"{'imdb': 'tt1632053', 'plex': {'guid': '5d9c13e94eefaa001f65505a'}, 'tmdb': 214720, 'tvdb': 1542811, 'trakt': 225184}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,11,20,Beef,overview,,"After a young woman is sexually assaulted and murdered, Detectives Olivia Benson and Eliot Stabler track down the woman's boyfriend - their first suspect - but learn that he is a devout vegan who wouldn't hurt a fly. They soon find that the victim had been deeply involved in the fight to expose questionable practices in the meat-packing industry, even going undercover at a large company to find out the truth. Benson goes undercover herself to retrace the woman's footsteps and to identify who the victim might have angered along the way.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,11,20,Beef,traktFirstAired,,2010-04-22T01:00:00.000Z,law-order-special-victims-unit
airDate_changed,Law & Order: SVU,11,21,Torch,airDate,2010-04-28,2010-04-17,law-order-special-victims-unit
title_changed,Law & Order: SVU,11,21,Torch,title,,Torch,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,11,21,Torch,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,11,21,Torch,traktIds,,"{'imdb': 'tt1607136', 'plex': {'guid': '5d9c13e93c3f87001f3d18f0'}, 'tmdb': 214721, 'tvdb': 1542831, 'trakt': 225185}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,11,21,Torch,overview,,"After two young girls die in a fire, Stabler finds a familiar face in the prosecutor assigned to the case.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,11,21,Torch,traktFirstAired,,2010-04-18T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,11,22,Ace,title,,Ace,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,11,22,Ace,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,11,22,Ace,traktIds,,"{'imdb': 'tt1638652', 'plex': {'guid': '5d9c13e93c3f87001f3d1900'}, 'tmdb': 214722, 'tvdb': 1542821, 'trakt': 225186}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,11,22,Ace,overview,,"When a pregnant woman is raped, Detectives Olivia Benson and Eliot Stabler arrive at the hospital to find that she has fled. Even when someone is arrested for a similar offense, ADA Jo Marlowe says she doesn't have a case in court unless they find the victim and get a statement from her. Soon, Benson and Stabler connect the woman to an illegal adoption operation, forcing them to go undercover and expose the truth.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,11,22,Ace,traktFirstAired,,2010-05-06T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,11,23,Wannabe,title,,Wannabe,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,11,23,Wannabe,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,11,23,Wannabe,traktIds,,"{'imdb': 'tt1644792', 'plex': {'guid': '5d9c13e9170e24001f2d533b'}, 'tmdb': 214723, 'tvdb': 2117701, 'trakt': 225187}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,11,23,Wannabe,overview,,"After a man flashes customers at an electronics store, it is discovered that someone who matches his description has recently raped three young girls. Captain Donald Cragen orchestrates a movement to catch the rapist, and a rookie cop makes an arrest. Detectives Olivia Benson and Eliot Stabler confirm that they've found their man, but after ADA Jo Marlowe expresses some doubts, it is soon discovered that the so-called rookie may have some secrets of his own.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,11,23,Wannabe,traktFirstAired,,2010-05-13T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,11,24,Shattered,title,,Shattered,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,11,24,Shattered,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,11,24,Shattered,traktIds,,"{'imdb': 'tt1654294', 'plex': {'guid': '5d9c13e93c3f87001f3d1908'}, 'tmdb': 214724, 'tvdb': 2145671, 'trakt': 225188}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,11,24,Shattered,overview,,The detectives end up in a dangerous situation while investigating the whereabouts of a kidnapped eight-year-old boy.,law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,11,24,Shattered,traktFirstAired,,2010-05-20T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,1,Locum,title,,Locum,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,1,Locum,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,1,Locum,traktIds,,"{'imdb': 'tt1702168', 'plex': {'guid': '5d9c13e9e264b7001fcbb684'}, 'tmdb': 214725, 'tvdb': 2585471, 'trakt': 225189}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,1,Locum,overview,,Benson and Stabler are called to investigate when a little girl goes missing. They soon find out that the mother had another daughter who disappeared some years earlier and she becomes the focus of the investigation.,law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,1,Locum,traktFirstAired,,2010-09-23T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,2,Bullseye,title,,Bullseye,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,2,Bullseye,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,2,Bullseye,traktIds,,"{'imdb': 'tt1697001', 'plex': {'guid': '5d9c13e9e264b7001fcbb694'}, 'tmdb': 214726, 'tvdb': 2585481, 'trakt': 225190}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,2,Bullseye,overview,,"The brutal rape of a ten-year-old girl leaves her unable to recall her own name. Unfortunately, once Fin assists with the ID, the detectives find that she's not the only one with memory impairment, and Dr. Huang is brought in to assess her home situation.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,2,Bullseye,traktFirstAired,,2010-09-23T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,3,Behave,title,,Behave,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,3,Behave,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,3,Behave,traktIds,,"{'imdb': 'tt1706883', 'plex': {'guid': '5d9c13e9ba6eb9001fc26d5e'}, 'tmdb': 214727, 'tvdb': 2585491, 'trakt': 225191}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,3,Behave,overview,,A woman who has been raped multiple times is afraid to leave her house. The issue of unopened rape kits will see Detective Olivia Benson travel from New York City to Los Angeles.,law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,3,Behave,traktFirstAired,,2010-09-30T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,4,Merchandise,title,,Merchandise,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,4,Merchandise,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,4,Merchandise,traktIds,,"{'imdb': 'tt1717349', 'plex': {'guid': '5d9c13e9e264b7001fcbb680'}, 'tmdb': 214729, 'tvdb': 2773291, 'trakt': 225192}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,4,Merchandise,overview,,A teenage girl's death exposes a human trafficking ring and leads detectives Olivia Benson and Elliot Stabler to team up with an old friend at the U.S. Attorney's office.,law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,4,Merchandise,traktFirstAired,,2010-10-07T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,5,Wet,title,,Wet,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,5,Wet,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,5,Wet,traktIds,,"{'imdb': 'tt1727032', 'plex': {'guid': '5d9c13e9ba6eb9001fc26d76'}, 'tmdb': 214728, 'tvdb': 2773301, 'trakt': 225193}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,5,Wet,overview,,"Detectives Benson and Stabler arrive on the scene where a woman is found dead in Bethesda Fountain. When her squeaky clean image doesn't match up with her promiscuous actions on the night of her murder, ADA Mikka Von encourages the cops to dig deeper into her past.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,5,Wet,traktFirstAired,,2010-10-14T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,6,Branded,title,,Branded,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,6,Branded,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,6,Branded,traktIds,,"{'imdb': 'tt1739581', 'plex': {'guid': '5d9c13e9ba6eb9001fc26d6a'}, 'tmdb': 214730, 'tvdb': 2773311, 'trakt': 225194}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,6,Branded,overview,,"Two men have been branded and sodomised by someone. Is there a connection between these men, and what nut case is on the loose?",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,6,Branded,traktFirstAired,,2010-10-21T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,7,Trophy,title,,Trophy,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,7,Trophy,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,7,Trophy,traktIds,,"{'imdb': 'tt1750610', 'plex': {'guid': '5d9c13e9e264b7001fcbb690'}, 'tmdb': 214732, 'tvdb': 2773321, 'trakt': 225195}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,7,Trophy,overview,,A rape and murder investigation puts the detectives lives at risk.,law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,7,Trophy,traktFirstAired,,2010-11-04T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,8,Penetration,title,,Penetration,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,8,Penetration,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,8,Penetration,traktIds,,"{'imdb': 'tt1750609', 'plex': {'guid': '5d9c13e9ba6eb9001fc26d7a'}, 'tmdb': 214731, 'tvdb': 3011221, 'trakt': 225196}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,8,Penetration,overview,,Undercover FBI agent Dana Lewis returns to help the detectives with a case.,law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,8,Penetration,traktFirstAired,,2010-11-11T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,9,Gray,title,,Gray,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,9,Gray,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,9,Gray,traktIds,,"{'imdb': 'tt1750608', 'plex': {'guid': '5d9c13e9170e24001f2d531b'}, 'tmdb': 214733, 'tvdb': 3011231, 'trakt': 225197}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,9,Gray,overview,,"Stabler's participation in a Take Back the Night rally at Kathleen's campus results in an extra case for him and Benson when a student claims she was raped. Unfortunately, the case turns out to be a ""he said-she said"" type with little evidence. Enter Sonya Paxton, and it can only get more complicated.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,9,Gray,traktFirstAired,,2010-11-18T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,10,Rescue,title,,Rescue,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,10,Rescue,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,10,Rescue,traktIds,,"{'imdb': 'tt1778597', 'plex': {'guid': '5d9c13e9e264b7001fcbb68c'}, 'tmdb': 214735, 'tvdb': 3194441, 'trakt': 225198}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,10,Rescue,overview,,"With young Calvin in her care, Detective Benson continues the search for his drug-addict mother, Vivian, but Detective Stabler notices a strong bond forming between Benson and the boy. When Vivian's name comes up during a rape investigation, Captain Cragen assigns Detectives Fin and Munch to the case instead. However, it will take more than Cragen' s orders to keep Benson away.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,10,Rescue,traktFirstAired,,2010-12-02T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,11,Pop,title,,Pop,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,11,Pop,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,11,Pop,traktIds,,"{'imdb': 'tt1803432', 'plex': {'guid': '5d9c13e97b5c2e001e6d8137'}, 'tmdb': 214734, 'tvdb': 3194451, 'trakt': 225199}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,11,Pop,overview,,"A young boy is found dead on a park carousel after being dropped off by his uncle Joe Gilbert. When Detectives Benson and Stabler learn that the boy was beaten to death they suspect that it could be the result of a bully at school. The investigation leads to an unsettling gambling ring. Detectives suspect that Gilbert's acquaintance, Joe Roberts is beating his wife Sandra and the case takes a horrifying turn.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,11,Pop,traktFirstAired,,2011-01-06T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,12,Possessed,title,,Possessed,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,12,Possessed,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,12,Possessed,traktIds,,"{'imdb': 'tt1803430', 'plex': {'guid': '5d9c13e9ba6eb9001fc26d72'}, 'tmdb': 214736, 'tvdb': 3384171, 'trakt': 225200}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,12,Possessed,overview,,"A young man finds that his girlfriend Larissa Welsh has been attacked in her apartment with evidence that points to her buried past. Detectives Benson and Stabler go in search of her attacker and discover that an elderly man, Orville Underwood, may have been involved in traumatic events of Welsh's past. For the detectives, solving the case comes down to who was in possession of the evidence.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,12,Possessed,traktFirstAired,,2011-01-06T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,13,Mask,title,,Mask,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,13,Mask,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,13,Mask,traktIds,,"{'imdb': 'tt1803431', 'plex': {'guid': '5d9c13e9ba6eb9001fc26d6e'}, 'tmdb': 214737, 'tvdb': 3366701, 'trakt': 225201}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,13,Mask,overview,,"Debbie Shields comes home to find her partner Ann Jackson being raped by a man wearing a haunting mask. Shields contacts Ann's father to notify him of her critical condition. As detectives Benson and Stabler interrogate Ann's father, Captain Jackson, his sordid past is revealed filled with sexual and alcohol addiction. Jackson's new role as a sex therapist is hindering the detectives from getting the information they need to solve the case and if Jackson won't comply, the detectives are going to have to get creative.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,13,Mask,traktFirstAired,,2011-01-13T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,14,Dirty,title,,Dirty,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,14,Dirty,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,14,Dirty,traktIds,,"{'imdb': 'tt1809786', 'plex': {'guid': '5d9c13e9e264b7001fcbb688'}, 'tmdb': 214738, 'tvdb': 3194461, 'trakt': 225202}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,14,Dirty,overview,,"Detective Saliyah ""Sunny"" Qadri goes in search of Brooklyn District Attorney Page Ferguson, who she fears may be in danger. Qadri finds Ferguson just in time to witness her fall from the top of a parking garage. When Benson arrives, she discovers that the crime scene has been tampered with. Benson turns to an old friend, Assistant U.S. Attorney Christine Danielson for help. As the investigation progresses, Benson begins to question Ferguson's suspicious past and Qadri's involvement in the case.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,14,Dirty,traktFirstAired,,2011-01-20T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,15,Flight,title,,Flight,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,15,Flight,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,15,Flight,traktIds,,"{'imdb': 'tt1822632', 'plex': {'guid': '5d9c13e9170e24001f2d5333'}, 'tmdb': 214739, 'tvdb': 3510421, 'trakt': 225203}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,15,Flight,overview,,"When it is discovered that a teenage girl is suffering from Post Traumatic Stress Disorder due to sexual abuse, all leads point to billionaire Jordan Kress. As Detectives Benson and Stabler continue to investigate, Kress involves his lawyer, Dwight Stanitch, who throws the whole case awry.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,15,Flight,traktFirstAired,,2011-02-03T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,16,Spectacle,title,,Spectacle,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,16,Spectacle,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,16,Spectacle,traktIds,,"{'imdb': 'tt1825389', 'plex': {'guid': '5d9c13e9170e24001f2d532f'}, 'tmdb': 214740, 'tvdb': 3634061, 'trakt': 225204}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,16,Spectacle,overview,,"After the sexual assault of a young woman is videotaped and featured on a campus-wide intranet feed, detectives Elliot Stabler and Odafin ""Fin"" Tutuola go in search of the victim and her attacker. As they delve into the investigation, it becomes clear that the perpetrator created a spectacle to draw attention to his own issues.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,16,Spectacle,traktFirstAired,,2011-02-10T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,17,Pursuit,title,,Pursuit,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,17,Pursuit,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,17,Pursuit,traktIds,,"{'imdb': 'tt1833175', 'plex': {'guid': '5d9c13e9ba6eb9001fc26d62'}, 'tmdb': 214741, 'tvdb': 3668571, 'trakt': 225205}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,17,Pursuit,overview,,"The TV host of a show that spotlights predators receives threats to her safety, and this reawakens her hunt for her sister's abductor. An ADA with connections to the TV host then assists detectives in their investigation.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,17,Pursuit,traktFirstAired,,2011-02-17T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,18,Bully,title,,Bully,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,18,Bully,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,18,Bully,traktIds,,"{'imdb': 'tt1833174', 'plex': {'guid': '5d9c13e9170e24001f2d5327'}, 'tmdb': 214742, 'tvdb': 3668581, 'trakt': 225206}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,18,Bully,overview,,"An art patron finds a body, and when detectives question the murdered woman's good friend and associates, they uncover an antagonistic work environment filled with grown-up bullies.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,18,Bully,traktFirstAired,,2011-02-24T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,19,Bombshell,title,,Bombshell,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,19,Bombshell,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,12,19,Bombshell,traktIds,,"{'imdb': 'tt1837245', 'plex': {'guid': '5d9c13e9e264b7001fcbb698'}, 'tmdb': 214744, 'tvdb': 3668591, 'trakt': 225207}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,12,19,Bombshell,overview,,A grifter named Cassandra strikes swinging men who frequent sex clubs.,law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,12,19,Bombshell,traktFirstAired,,2011-03-24T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,12,20,Totem,title,,Totem,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,12,20,Totem,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
